Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
anger016.png,anger,54.175288276745675,127.32526292505378,95.43906149903907,139.1807798266605,0.7263513098192487,0.6343973026972191,0.6978461472976323,0.6462952789992882,1.7334240871236388,2.845341752297452,2.242032351057014,2.9301413662048303,4.160639021076217,4.489510921405827,4.2984766593181165,4.4509885915225516,0.05404137423399879,0.04603168946851621,0.05279418037119606,0.04690596311179714,0.23246800690417335,0.21454996963065787,0.22976984217080373,0.21657784538543443,0.8284240157158583,0.49198464578186524,0.6618424193462709,0.444660948418963
anger003.png,anger,117.597934016656,180.86545074302722,84.69532751441385,178.5020410625591,0.5099094530926148,0.42000921254812223,0.6896846146170632,0.4210939117196094,4.293641896220372,5.454322427557361,2.564762171684817,5.417764282410666,4.959349064812495,5.193466791831525,4.389010483478829,5.189365303241729,0.02556273890006796,0.020208836322880668,0.05487475515732774,0.020307765003611304,0.15988351666156195,0.1421577867120921,0.23425361290133337,0.14250531570299863,0.6464283879024151,0.37146654678379987,0.7414337725938636,0.3797071825550526
anger15662.png,anger,8.497377482383088,58.96340163687182,53.12029548366432,57.395161776830406,0.6617830074237454,0.5880459701724456,0.683884314655781,0.5812705124071001,1.1189742152466366,1.9824448510929233,1.4623438500960924,1.9587765690040018,4.61906597301079,4.887073073991688,4.561556199503845,4.90455561922979,0.026944844268627286,0.02188153342161186,0.02998064801402171,0.021093913357559592,0.16414884790526946,0.14792407992484477,0.1731492073733568,0.14523743786489623,0.9601061361103497,0.6534412167606435,0.6893047844075542,0.662796209836673
anger004.png,anger,128.63022501601537,343.1002031008063,247.1399543561819,348.8936837660118,0.559459734401802,0.3728185114253348,0.5095647635913534,0.36961123820192526,3.7643938180653427,7.466588911902513,5.6331478219090325,7.5508455830601875,5.2107439900826185,5.774307516195757,5.4154781257461835,5.780886495322811,0.02182375309316803,0.011832037908246995,0.020698154581376978,0.01168645183197501,0.1477286468264298,0.10877517137769535,0.1438685322833905,0.10810389369479256,0.7914388064336672,0.32151153057979953,0.5711930212213304,0.31006731840816176
anger030.png,anger,74.64435858424088,147.01725351404613,80.81746476617552,147.32755534999694,0.6253583702131111,0.51357324109095,0.5875424038054676,0.5092482137040212,1.8566423766816145,3.255062438416215,2.4459881486226775,3.314042108226588,4.92186266970957,5.315007507429144,5.103117577579381,5.329475588001636,0.02491393719873705,0.018150681788903205,0.02292086193104125,0.01805398321704013,0.15784149390682112,0.13472446618525977,0.15139637357295335,0.13436511160654813,0.8160411626096785,0.5770108621089449,0.8015897125710382,0.5764659692098104
anger049.png,anger,32.263933376040995,56.10138953125943,32.98098174247278,64.5809889601641,0.6231793917906026,0.5043009582350658,0.5862721876376497,0.5129426022258737,1.6727658552210123,2.916929759295382,2.2985265855221018,3.012930081039233,4.917387802563537,5.345891197365565,5.109517549454174,5.324482626968619,0.024119865112147622,0.01728847337831155,0.02278600332680681,0.018119470576230916,0.15530571500156592,0.1314856394375886,0.15095033397381674,0.13460858284756924,0.8707217678400642,0.7687390316364106,0.8726719921784678,0.7337837836801114
anger091.png,anger,28.90875240230621,83.15552293430392,62.99399423446509,86.04411912566106,0.617541185852667,0.5171930005545644,0.6057016631929537,0.5163833788917886,1.7094811018577833,2.9400752076253287,2.314381806534273,3.0093908986707953,4.924522946509955,5.262858866349493,5.001740679693543,5.276288277763757,0.022217719345292812,0.016447381652248,0.022431684561317243,0.016492257993481623,0.14905609462646205,0.12824734559532996,0.14977210875632768,0.12842218653130627,0.9011865985666051,0.6763682142803977,0.7638622040166413,0.6652116152984712
anger050.png,anger,64.81115871236385,89.3275151320155,24.827534433055735,84.59965010356132,0.6668905267010223,0.5647634045907233,0.6354267082632055,0.5628478583345111,1.496176329276105,2.4600132719338816,1.6883207879564381,2.3583019968227794,4.434839834971825,4.77188850243579,4.564375424837896,4.766704077520823,0.03207010424434104,0.024276364640504845,0.030158765435317588,0.02337217781709287,0.17908127831892715,0.15580874378707008,0.17366279231694273,0.15287961871058178,0.6364006347270044,0.46697411776356584,0.8889223725146363,0.4958667278293635
anger092.png,anger,97.32963645099295,151.88632387540468,65.67694987187701,150.3758571457298,0.6775051548879193,0.5789699164554802,0.650784677985268,0.5810954507803866,1.6819746957078796,2.6770898268615895,1.7930213004484308,2.6122584407488585,4.352961089396712,4.694439550334299,4.47171504631263,4.682341717902687,0.0392163676841491,0.02900889120385826,0.03676930798473647,0.02907096667844884,0.1980312290628655,0.1703199671320373,0.19175324765108012,0.17050210168337762,0.6687036304046141,0.38662350392150113,0.8036437260161503,0.3940504428066221
anger039.png,anger,79.4412435938501,120.49472138993345,64.36585121716848,134.87926561965855,0.5194103599897028,0.42644282521568366,0.4958824142744883,0.40737727928195483,2.85624199231262,4.162721952985179,3.3323390454836646,4.711596854953849,5.783859692902879,6.113775407867738,5.91535370813043,6.194591788813226,0.010687311188055071,0.007580329286682378,0.009987077384487697,0.007311170714671656,0.10337945244609816,0.08706508649672598,0.09993536603469112,0.0855053841268002,0.8138025577139751,0.7072901244506474,0.8604906972941044,0.672618543673649
anger094.png,anger,10.487067584881483,81.239377425647,70.5490871236387,75.82662028192803,0.7027286667325516,0.598698386753698,0.6728723791776907,0.606170327672316,1.1265614990390773,2.294013553459752,1.8036915438821266,2.146514106456997,4.306923492159756,4.674415797972664,4.446844591504628,4.638422553447261,0.038713420288666076,0.028529195595190387,0.0363744333894299,0.029404167992437415,0.19675726235304777,0.16890587791782258,0.19072082578845423,0.17147643567685159,0.9549729625960026,0.5364079511436702,0.6047500278069422,0.5675128457157866
